6.835378165255999193e+03 1.672199738211929798e+00 -8.760477294921875000e+02
6.926272539314813912e+03 5.651836210861802101e+00 -8.773666381835937500e+02
7.017166939584654756e+03 9.632507447153329849e+00 -8.726462402343750000e+02
7.108061366072157398e+03 1.361421344988048077e+01 -8.675789794921875000e+02
7.198955818781862035e+03 1.759695422369986773e+01 -8.662534790039062500e+02
7.289850297725060955e+03 2.158072977233678102e+01 -8.685444946289062500e+02
7.380744802905945107e+03 2.556554009858518839e+01 -8.706865234375000000e+02
7.471639334328938276e+03 2.955138520523905754e+01 -8.737342529296875000e+02
4.194427979427971877e+03 2.361305716447532177e+00 -9.021462402343750000e+02
4.285320279804524034e+03 6.310968679375946522e+00 -8.964612426757812500e+02
4.376212606194312684e+03 1.026166631095111370e+01 -8.950155029296875000e+02
4.467104958601528779e+03 1.421339861582964659e+01 -8.922277832031250000e+02
4.557997337037464604e+03 1.816616559680551291e+01 -8.891199951171875000e+02
4.648889741506427526e+03 2.211996725853532553e+01 -8.843314819335937500e+02
4.739782172015169635e+03 2.607480360381305218e+01 -8.808952636718750000e+02
4.830674628570210189e+03 3.003067463636398315e+01 -8.789268188476562500e+02
4.921567111176438630e+03 3.398758035991340876e+01 -8.751887207031250000e+02
5.012459619844332337e+03 3.794552077725529671e+01 -8.690757446289062500e+02
5.103352154579013586e+03 4.190449589211493731e+01 -8.592955322265625000e+02
5.194244715384440497e+03 4.586450570821762085e+01 -8.470847167968750000e+02
5.285137302271788940e+03 4.982555022928863764e+01 -8.324522705078125000e+02
5.376029915245715529e+03 5.378762945905327797e+01 -8.097139892578125000e+02
5.466922554312739521e+03 5.775074340123683214e+01 -7.805360107421875000e+02
5.557815219479729421e+03 6.171489205863326788e+01 -7.411747436523437500e+02
5.648707910750876181e+03 6.568007543403655291e+01 -7.073617553710937500e+02
5.739600628137355670e+03 6.964629353210330009e+01 -6.778314819335937500e+02
5.830493371643824503e+03 7.361354635749012232e+01 -6.552230224609375000e+02
5.921386141274473630e+03 7.758183391112834215e+01 -6.508348388671875000e+02
6.012278937040478922e+03 8.155115619860589504e+01 -6.553872070312500000e+02
6.103171758946496993e+03 8.552151322271674871e+01 -6.698150024414062500e+02
6.194064606998814270e+03 8.949290498718619347e+01 -6.883875122070312500e+02
6.284957481204415672e+03 9.346533149573951960e+01 -7.163895263671875000e+02
6.375850381567608565e+03 9.743879275023937225e+01 -7.484227294921875000e+02
6.466743308099685237e+03 1.014132887562736869e+02 -7.906597290039062500e+02
6.557636260804953054e+03 1.053888195166364312e+02 -8.321852416992187500e+02
6.648529239689931273e+03 1.093653850359842181e+02 -8.487892456054687500e+02
6.739422244759392925e+03 1.133429853161796927e+02 -8.553995361328125000e+02
6.830315276024164632e+03 1.173216203618794680e+02 -8.610924682617187500e+02
6.921208333488903008e+03 1.213012901758775115e+02 -8.612175292968750000e+02
7.012101417160127312e+03 1.252819947609677911e+02 -8.581212768554687500e+02
7.102994527044706047e+03 1.292637341227382421e+02 -8.546047363281250000e+02
7.193887663146830164e+03 1.332465082630515099e+02 -8.546270141601562500e+02
7.284780825477791950e+03 1.372303171874955297e+02 -8.551682128906250000e+02
7.375674014042131603e+03 1.412151608979329467e+02 -8.579967651367187500e+02
7.466567228843923658e+03 1.452010393980890512e+02 -8.597942504882812500e+02
